Record_ID,Date,Asset,Field_Group,Watercut_Pct,Data_Type,Original_Watercut_Pct,Watercut_Adjusted,Oil_Rate_BOPD,Oil_Rate_Type
6171,2025-05-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,556.9,Synthetic
6183,2025-05-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,570.7,Synthetic
6195,2025-05-31,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,539.6,Synthetic
6207,2025-06-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,579.0,Synthetic
6219,2025-06-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,561.3,Synthetic
6231,2025-06-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,568.9,Synthetic
6243,2025-06-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,540.0,Synthetic
6255,2025-06-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,564.1,Synthetic
6267,2025-06-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,531.0,Synthetic
6279,2025-06-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,562.7,Synthetic
6291,2025-06-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,550.0,Synthetic
6303,2025-06-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,555.3,Synthetic
6315,2025-06-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,526.0,Synthetic
6327,2025-06-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,529.7,Synthetic
6339,2025-06-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,553.1,Synthetic
6351,2025-06-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,527.0,Synthetic
6363,2025-06-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,549.1,Synthetic
6375,2025-06-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,518.4,Synthetic
6387,2025-06-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,553.4,Synthetic
6399,2025-06-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,518.8,Synthetic
6411,2025-06-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,546.8,Synthetic
6423,2025-06-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,547.0,Synthetic
6435,2025-06-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,524.8,Synthetic
6447,2025-06-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,544.4,Synthetic
6459,2025-06-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,538.3,Synthetic
6471,2025-06-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,524.6,Synthetic
6483,2025-06-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,516.2,Synthetic
6495,2025-06-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,500.1,Synthetic
6507,2025-06-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,536.1,Synthetic
6519,2025-06-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,504.7,Synthetic
6531,2025-06-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,530.2,Synthetic
6543,2025-06-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,523.6,Synthetic
6555,2025-06-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,537.6,Synthetic
6567,2025-07-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,521.2,Synthetic
6579,2025-07-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,519.9,Synthetic
6591,2025-07-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,535.7,Synthetic
6603,2025-07-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,528.5,Synthetic
6615,2025-07-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,527.3,Synthetic
6627,2025-07-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,528.8,Synthetic
6639,2025-07-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,496.6,Synthetic
6651,2025-07-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,531.5,Synthetic
6663,2025-07-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,528.3,Synthetic
6675,2025-07-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,502.1,Synthetic
6687,2025-07-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,513.2,Synthetic
6699,2025-07-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,515.5,Synthetic
6711,2025-07-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,513.2,Synthetic
6723,2025-07-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,519.5,Synthetic
6735,2025-07-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,535.5,Synthetic
6747,2025-07-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,529.3,Synthetic
6759,2025-07-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,491.6,Synthetic
6771,2025-07-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,520.4,Synthetic
6783,2025-07-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,530.3,Synthetic
6795,2025-07-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,515.0,Synthetic
6807,2025-07-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,524.9,Synthetic
6819,2025-07-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,538.0,Synthetic
6831,2025-07-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,522.1,Synthetic
6843,2025-07-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,509.4,Synthetic
6855,2025-07-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,520.6,Synthetic
6867,2025-07-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,506.1,Synthetic
6879,2025-07-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,503.4,Synthetic
6891,2025-07-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,496.9,Synthetic
6903,2025-07-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,524.8,Synthetic
6915,2025-07-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,488.2,Synthetic
6927,2025-07-31,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,522.6,Synthetic
6939,2025-08-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,506.2,Synthetic
6951,2025-08-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,477.0,Synthetic
6963,2025-08-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,502.5,Synthetic
6975,2025-08-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,464.9,Synthetic
6987,2025-08-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,504.6,Synthetic
6999,2025-08-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,507.6,Synthetic
7011,2025-08-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,484.9,Synthetic
7023,2025-08-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,494.6,Synthetic
7035,2025-08-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,520.8,Synthetic
7047,2025-08-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,483.6,Synthetic
7059,2025-08-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,474.7,Synthetic
7071,2025-08-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,511.2,Synthetic
7083,2025-08-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,517.3,Synthetic
7095,2025-08-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,487.8,Synthetic
7107,2025-08-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,501.7,Synthetic
7119,2025-08-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,505.6,Synthetic
7131,2025-08-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,474.4,Synthetic
7143,2025-08-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,477.4,Synthetic
7155,2025-08-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,501.4,Synthetic
7167,2025-08-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,507.1,Synthetic
7179,2025-08-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,490.1,Synthetic
7191,2025-08-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,468.4,Synthetic
7203,2025-08-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,508.9,Synthetic
7215,2025-08-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,471.8,Synthetic
7227,2025-08-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,473.8,Synthetic
7239,2025-08-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,482.7,Synthetic
7251,2025-08-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,499.2,Synthetic
7263,2025-08-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,488.4,Synthetic
7275,2025-08-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,481.3,Synthetic
7287,2025-08-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,481.1,Synthetic
7299,2025-08-31,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,474.3,Synthetic
7311,2025-09-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,480.8,Synthetic
7323,2025-09-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,436.3,Synthetic
7335,2025-09-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,467.1,Synthetic
7347,2025-09-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,473.9,Synthetic
7359,2025-09-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,453.5,Synthetic
7371,2025-09-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,474.3,Synthetic
7383,2025-09-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,465.2,Synthetic
7395,2025-09-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,491.9,Synthetic
7407,2025-09-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,488.5,Synthetic
7419,2025-09-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,459.2,Synthetic
7431,2025-09-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,462.8,Synthetic
7443,2025-09-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,463.0,Synthetic
7455,2025-09-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,457.0,Synthetic
7467,2025-09-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,465.2,Synthetic
7479,2025-09-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,451.2,Synthetic
7491,2025-09-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,445.3,Synthetic
7503,2025-09-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,468.7,Synthetic
7515,2025-09-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,468.0,Synthetic
7527,2025-09-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,447.5,Synthetic
7539,2025-09-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,470.0,Synthetic
7551,2025-09-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,448.3,Synthetic
7563,2025-09-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,459.6,Synthetic
7575,2025-09-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,466.6,Synthetic
7587,2025-09-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,454.2,Synthetic
7599,2025-09-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,460.0,Synthetic
7611,2025-09-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,446.0,Synthetic
7623,2025-09-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,449.6,Synthetic
7635,2025-09-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,448.7,Synthetic
7647,2025-09-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,440.6,Synthetic
7659,2025-09-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,447.6,Synthetic
7671,2025-10-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,428.3,Synthetic
7683,2025-10-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,441.8,Synthetic
7695,2025-10-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,443.8,Synthetic
7707,2025-10-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,443.4,Synthetic
7719,2025-10-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,442.9,Synthetic
7731,2025-10-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,444.5,Synthetic
7743,2025-10-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,451.0,Synthetic
7755,2025-10-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,455.5,Synthetic
7767,2025-10-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,434.4,Synthetic
7779,2025-10-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,426.3,Synthetic
7791,2025-10-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,427.7,Synthetic
7803,2025-10-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,434.3,Synthetic
7815,2025-10-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,435.4,Synthetic
7827,2025-10-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,429.1,Synthetic
7839,2025-10-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,421.5,Synthetic
7851,2025-10-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,431.8,Synthetic
7863,2025-10-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,439.4,Synthetic
7875,2025-10-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,444.1,Synthetic
7887,2025-10-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,428.2,Synthetic
7899,2025-10-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,429.4,Synthetic
7911,2025-10-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,422.0,Synthetic
7923,2025-10-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,432.9,Synthetic
7935,2025-10-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,421.5,Synthetic
7947,2025-10-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,439.2,Synthetic
7959,2025-10-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,408.0,Synthetic
7971,2025-10-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,425.7,Synthetic
7983,2025-10-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,433.5,Synthetic
7995,2025-10-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,431.2,Synthetic
8007,2025-10-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,462.7,Synthetic
8019,2025-10-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,431.9,Synthetic
8031,2025-10-31,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,413.8,Synthetic
8043,2025-11-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,424.7,Synthetic
8055,2025-11-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,402.5,Synthetic
8067,2025-11-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,423.4,Synthetic
8079,2025-11-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,413.1,Synthetic
8091,2025-11-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,434.6,Synthetic
8103,2025-11-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,415.3,Synthetic
8115,2025-11-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,420.1,Synthetic
8127,2025-11-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,412.8,Synthetic
8139,2025-11-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,442.0,Synthetic
8151,2025-11-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,415.4,Synthetic
8163,2025-11-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,441.7,Synthetic
8175,2025-11-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,428.2,Synthetic
8187,2025-11-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,423.3,Synthetic
8199,2025-11-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,421.1,Synthetic
8211,2025-11-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,420.7,Synthetic
8223,2025-11-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,391.1,Synthetic
8235,2025-11-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,410.9,Synthetic
8247,2025-11-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,424.2,Synthetic
8259,2025-11-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,412.4,Synthetic
8271,2025-11-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,394.9,Synthetic
8283,2025-11-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,410.9,Synthetic
8295,2025-11-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,431.9,Synthetic
8307,2025-11-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,425.5,Synthetic
8319,2025-11-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,408.7,Synthetic
8331,2025-11-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,420.4,Synthetic
8343,2025-11-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,403.6,Synthetic
8355,2025-11-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,386.5,Synthetic
8367,2025-11-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,395.4,Synthetic
8379,2025-11-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,425.0,Synthetic
8391,2025-11-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,401.9,Synthetic
8403,2025-12-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,401.6,Synthetic
8415,2025-12-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,400.2,Synthetic
8427,2025-12-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,426.2,Synthetic
8439,2025-12-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,422.1,Synthetic
8451,2025-12-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,428.5,Synthetic
8463,2025-12-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,399.2,Synthetic
8475,2025-12-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,404.0,Synthetic
8487,2025-12-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,381.5,Synthetic
8499,2025-12-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,416.7,Synthetic
8511,2025-12-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,384.4,Synthetic
8523,2025-12-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,400.3,Synthetic
8535,2025-12-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,383.9,Synthetic
8547,2025-12-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,389.3,Synthetic
8559,2025-12-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,385.7,Synthetic
8571,2025-12-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,387.8,Synthetic
8583,2025-12-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,387.9,Synthetic
8595,2025-12-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,387.1,Synthetic
8607,2025-12-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,402.8,Synthetic
8619,2025-12-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,379.3,Synthetic
8631,2025-12-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,394.2,Synthetic
8643,2025-12-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,405.2,Synthetic
8655,2025-12-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,384.2,Synthetic
8667,2025-12-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,381.2,Synthetic
8679,2025-12-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,386.2,Synthetic
8691,2025-12-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,402.0,Synthetic
8703,2025-12-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,389.8,Synthetic
8715,2025-12-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,380.7,Synthetic
8727,2025-12-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,391.9,Synthetic
8739,2025-12-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,372.8,Synthetic
8751,2025-12-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,392.8,Synthetic
8763,2025-12-31,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,389.0,Synthetic
8775,2026-01-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,380.1,Synthetic
8787,2026-01-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,373.3,Synthetic
8799,2026-01-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,372.1,Synthetic
8811,2026-01-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,387.8,Synthetic
8823,2026-01-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,395.0,Synthetic
8835,2026-01-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,373.1,Synthetic
8847,2026-01-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,384.9,Synthetic
8859,2026-01-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,355.3,Synthetic
8871,2026-01-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,371.7,Synthetic
8883,2026-01-10,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,377.4,Synthetic
8895,2026-01-11,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,366.8,Synthetic
8907,2026-01-12,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,365.9,Synthetic
8919,2026-01-13,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,368.3,Synthetic
8931,2026-01-14,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,378.4,Synthetic
8943,2026-01-15,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,372.4,Synthetic
8955,2026-01-16,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,348.8,Synthetic
8967,2026-01-17,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,349.5,Synthetic
8979,2026-01-18,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,365.8,Synthetic
8991,2026-01-19,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,377.1,Synthetic
9003,2026-01-20,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,340.7,Synthetic
9015,2026-01-21,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,365.1,Synthetic
9027,2026-01-22,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,364.2,Synthetic
9039,2026-01-23,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,384.8,Synthetic
9051,2026-01-24,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,364.5,Synthetic
9063,2026-01-25,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,372.4,Synthetic
9075,2026-01-26,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,369.1,Synthetic
9087,2026-01-27,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,343.4,Synthetic
9099,2026-01-28,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,374.7,Synthetic
9111,2026-01-29,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,368.0,Synthetic
9123,2026-01-30,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,370.6,Synthetic
9135,2026-01-31,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,407.3,Synthetic
9147,2026-02-01,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,341.0,Synthetic
9159,2026-02-02,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,381.9,Synthetic
9171,2026-02-03,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,359.4,Synthetic
9183,2026-02-04,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,365.0,Synthetic
9195,2026-02-05,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,360.8,Synthetic
9207,2026-02-06,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,356.0,Synthetic
9219,2026-02-07,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,353.9,Synthetic
9231,2026-02-08,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,363.0,Synthetic
9243,2026-02-09,BUT (URAN),Heera-Uran Complex,4.3,Estimated,4.3,No,342.5,Synthetic
